Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:03055005


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
3055005;2;01/08/1993;1;2,9;4,8;17;3;1;1;0;1600,80004882813;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;1,7;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/09/1993;1;29,2;47,0;27;2;1;1;0;1600,80004882813;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,2;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/10/1993;1;65,8;264,4;14;10;1;1;0;1600,80004882813;1;0,0;0,0;37,9;10,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,0;65,8;0,0;0,0;0,0;16,1;0,0;10,0;0,0;35,8;0,0;2,0;26,0;0,0;0,0;0,0;0,0;30,1;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/11/1993;1;65,2;196,8;15;6;1;1;0;1600,80004882813;1;16,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,5;0,0;20,8;65,2;47,8;0,0;0,0;0,0;0,0;0,0;21,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/12/1993;1;85,0;165,8;14;4;1;1;0;1600,80004882813;1;0,0;0,0;0,0;0,0;26,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;85,0;0,0;29,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,5;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/01/1994;1;45,0;70,0;25;3;1;1;0;1538,59997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;10,0;15,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;45,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/02/1994;1;90,6;324,4;10;6;1;1;0;1538,59997558594;1;45,8;0,0;0,0;14,5;0,0;0,0;0,0;0,0;0,0;90,6;0,0;0,0;0,0;0,0;0,0;0,0;60,5;0,0;0,0;0,0;0,0;40,5;72,5;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
3055005;2;01/03/1994;1;23,7;81,1;30;6;1;1;0;1538,59997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,5;11,5;16,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,8;0,0;0,0;0,0;23,7;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/04/1994;1;44,1;124,1;29;7;1;1;0;1538,59997558594;1;0,0;0,0;0,0;0,0;0,0;13,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,5;3,6;0,0;10,3;0,0;0,0;0,0;1,5;34,4;0,0;0,0;44,1;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/05/1994;1;37,0;133,5;9;8;1;1;0;1538,59997558594;1;0,0;8,8;0,0;3,6;0,0;0,0;0,0;0,0;37,0;6,0;0,0;0,0;0,0;4,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,6;25,3;0,0;0,0;0,0;0,0;0,0;27,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/06/1994;1;50,8;91,1;16;7;1;1;0;1538,59997558594;1;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;50,8;10,4;19,5;0,0;0,0;5,7;1,7;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/07/1994;1;48,0;155,5;30;9;1;1;0;1538,59997558594;1;1,0;0,0;0,0;0,0;0,0;16,0;22,5;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,3;0,0;0,0;2,0;0,0;0,0;0,0;31,0;48,0;14,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/08/1994;1;35,9;126,7;10;7;1;1;0;1538,59997558594;1;0,0;8,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,9;20,0;0,0;0,0;0,0;20,3;1,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,6;0,0;0,0;0,0;0,0;31,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/09/1994;1;34,0;134,3;26;9;1;1;0;1538,59997558594;1;2,9;3,0;0,0;0,0;0,0;0,0;14,1;0,0;0,0;0,0;0,0;0,0;32,5;7,1;10,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;34,0;0,0;0,0;0,0;29,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/10/1994;1;48,8;176,4;20;10;1;1;0;1538,59997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,6;0,0;11,1;20,7;0,0;0,0;0,0;41,0;13,5;2,0;48,8;0,0;2,0;0,0;12,1;0,0;0,0;0,0;0,0;0,0;0,0;7,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/11/1994;1;27,3;69,0;29;4;1;1;0;1538,59997558594;1;0,0;0,0;0,0;0,0;10,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;0,0;6,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,3;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/12/1994;1;33,5;52,5;4;3;1;1;0;1538,59997558594;1;0,0;0,0;0,0;33,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,5;0,0;0,0;15,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/01/1995;1;55,0;91,2;25;7;1;1;0;;0;0,0;0,0;0,0;7,1;0,0;0,0;0,0;0,0;5,5;0,0;0,0;0,0;0,0;0,0;0,0;4,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;55,0;1,5;0,0;13,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/02/1995;1;73,5;185,5;9;8;1;1;0;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;73,5;14,6;0,0;0,0;0,0;3,1;0,0;0,0;1,3;2,0;0,0;0,0;0,0;0,0;9,9;0,0;0,0;0,0;70,1;11,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
3055005;2;01/03/1995;1;;;;;0;0;0;;0;19,9;0,2;18,7;;6,5;;0,0;14,3;;;;;;;;;;;;;;;31,0;;;;;;;;2,0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
3055005;2;01/04/1995;1;;;;;0;0;0;;0;3,1;;;;;;;;;1,3;;;;;;;;;;5,8;;;;;;;;;12,5;20,1;;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;
3055005;2;01/05/1995;1;;;;;0;0;0;;0;30,4;4,5;;;3,5;19,1;;;;;;;;8,3;;;;;;;;;;;;;;;;;;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3055005;2;01/06/1995;1;42,3;73,9;16;6;1;1;0;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,5;0,0;0,0;4,9;0,0;0,0;42,3;7,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,9;0,0;0,0;1,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/07/1995;1;60,5;224,8;15;13;1;1;0;;0;18,3;0,0;11,9;0,0;0,0;11,7;0,0;0,0;0,0;0,0;0,0;0,0;2,1;9,0;60,5;5,5;1,3;6,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,5;0,0;50,0;30,6;0,0;0,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/08/1995;1;14,1;33,9;11;6;1;1;0;;0;2,0;1,5;9,3;0,0;0,0;0,0;0,0;0,0;0,0;3,5;14,1;0,0;0,0;0,0;3,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/09/1995;1;90,2;168,1;11;8;1;1;0;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;90,2;6,3;0,0;18,1;0,0;0,0;0,0;0,0;1,7;0,0;0,0;3,3;0,0;0,0;0,0;5,9;0,0;0,0;24,9;17,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/10/1995;1;92,0;149,9;27;4;1;1;0;;0;0,0;0,0;0,0;28,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,6;92,0;24,6;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/11/1995;1;10,1;23,2;17;4;1;1;0;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,5;0,0;0,0;0,0;3,9;0,0;0,0;10,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/12/1995;1;45,5;45,5;25;1;1;1;0;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;45,5;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/01/1996;1;140,2;348,2;26;10;1;1;0;1323,59997558594;2;0,0;0,0;0,0;0,0;17,7;0,0;0,0;0,0;0,0;0,0;0,0;16,5;0,0;0,0;0,0;15,5;3,7;0,0;0,0;0,0;0,0;0,0;0,0;1,7;35,3;140,2;44,5;0,0;41,0;32,1;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/02/1996;1;;108,0;;;0;2;0;1323,59997558594;2;7,1;0,0;0,0;0,0;13,3;0,0;0,0;0,0;0,0;47,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;22,5;11,0;0,0;0,0;0,0;7,1;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;
3055005;2;01/03/1996;1;64,7;90,7;30;3;1;1;0;1323,59997558594;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;23,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;64,7;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/04/1996;1;67,4;253,1;3;9;1;1;0;1323,59997558594;2;0,0;17,5;67,4;1,7;31,9;0,0;8,6;0,0;0,0;54,7;0,0;0,0;0,0;0,0;0,0;19,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,3;46,3;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/05/1996;1;2,7;2,7;18;1;1;1;0;1323,59997558594;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/06/1996;1;33,5;67,4;21;5;1;1;0;1323,59997558594;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,1;18,1;1,3;0,0;0,0;0,0;33,5;0,0;0,0;0,0;0,0;0,0;0,0;8,4;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/07/1996;1;17,8;22,1;8;2;1;1;0;1323,59997558594;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,8;4,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/08/1996;1;42,2;135,6;26;6;1;1;0;1323,59997558594;2;0,0;0,0;0,0;0,0;0,0;0,0;35,3;0,0;19,8;0,0;0,0;0,0;0,0;18,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,2;5,5;0,0;0,0;0,0;14,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/09/1996;1;26,3;88,9;9;8;1;1;0;1323,59997558594;2;0,0;0,0;0,0;7,9;0,0;0,0;0,0;0,0;26,3;0,0;0,0;0,0;0,0;0,0;0,0;9,9;0,0;0,0;0,0;0,0;0,0;17,5;0,0;1,1;0,0;15,1;6,4;4,7;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/10/1996;1;29,1;129,4;22;11;1;1;0;1323,59997558594;2;0,0;10,0;0,0;8,0;0,0;0,0;12,1;0,0;0,0;0,0;2,5;0,0;0,0;3,5;0,0;0,0;0,0;19,1;0,0;0,0;0,0;29,1;0,0;9,9;21,0;0,0;0,0;12,1;2,1;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/11/1996;1;36,2;51,8;10;3;1;1;0;1323,59997558594;2;0,0;9,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/12/1996;1;9,9;25,7;14;3;1;1;0;1323,59997558594;2;0,0;0,0;0,0;6,3;0,0;0,0;0,0;0,0;0,0;9,5;0,0;0,0;0,0;9,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/01/1997;1;;99,7;;;0;2;0;2334,5;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,5;0,0;0,0;0,0;0,0;31,2;;;;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/02/1997;1;149,7;406,7;5;8;1;1;0;2334,5;2;0,0;0,0;0,0;0,0;149,7;82,0;45,9;0,0;0,0;0,0;25,5;0,0;0,0;0,0;0,0;0,0;19,1;0,0;0,0;26,0;0,0;0,0;12,3;46,2;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
3055005;2;01/03/1997;1;31,0;92,6;23;7;1;1;1;2334,5;2;19,9;0,2;18,7;0,0;6,5;0,0;0,0;0,0;0,0;0,0;14,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/04/1997;1;;103,4;;;0;2;0;2334,5;2;3,1;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;12,5;20,1;;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;0;
3055005;2;01/05/1997;1;83,5;143,5;20;3;1;1;0;2334,5;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;53,3;83,5;6,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/06/1997;1;39,3;146,0;14;10;1;1;1;2334,5;2;0,0;0,0;22,3;0,0;8,2;8,3;0,0;8,2;0,0;0,0;0,0;0,0;0,0;39,3;6,3;0,0;0,0;0,0;35,9;0,0;2,1;0,0;7,3;8,1;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/07/1997;1;63,8;162,3;16;4;1;1;0;2334,5;2;0,0;0,0;0,0;0,0;0,0;0,0;32,5;20,7;0,0;0,0;0,0;0,0;0,0;0,0;45,3;63,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/08/1997;1;40,3;72,9;19;3;1;1;0;2334,5;2;0,0;22,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,1;0,0;0,0;40,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/09/1997;1;45,5;73,3;29;4;1;1;0;2334,5;2;0,0;0,0;12,2;0,0;0,0;0,0;0,0;0,0;10,1;0,0;0,0;0,0;5,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;45,5;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/10/1997;1;;341,6;;;0;4;0;2334,5;2;0,0;29,5;0,0;0,0;79,9;0,0;0,0;0,0;37,6;0,0;8,1;5,2;;85,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;88,3;0,0;0,0;7,3;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/11/1997;1;136,1;256,2;12;6;1;1;0;2334,5;2;0,0;4,3;0,0;0,0;0,0;0,0;0,0;25,3;0,0;24,5;0,0;136,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,5;0,0;0,0;0,0;22,5;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/12/1997;1;150,3;436,3;28;6;1;1;0;2334,5;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,1;25,8;0,0;0,0;0,0;0,0;0,0;0,0;35,1;70,0;145,0;0,0;0,0;0,0;0,0;150,3;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/01/1998;1;110,4;301,9;6;7;1;1;0;1906,90002441406;1;10,2;57,3;0,0;0,0;40,2;110,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,5;0,0;0,0;34,2;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/02/1998;1;100,0;315,3;10;7;1;1;0;1906,90002441406;1;8,2;6,4;9,0;59,9;0,0;0,0;51,8;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;80,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
3055005;2;01/03/1998;1;32,9;119,1;6;6;1;1;1;1906,90002441406;1;0,0;0,0;0,0;0,0;0,0;32,9;0,0;0,0;0,0;0,0;0,0;20,2;0,0;30,3;0,0;0,0;0,0;5,5;10,0;20,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/04/1998;1;95,5;182,1;11;8;1;1;0;1906,90002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,2;0,0;95,5;30,2;10,4;0,0;8,3;7,5;19,7;0,0;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3055005;2;01/05/1998;1;;165,5;;;0;4;0;1906,90002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,0;;116,5;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,9;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3055005;2;01/06/1998;1;150,0;247,4;11;5;1;1;0;1906,90002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;44,1;0,0;150,0;0,0;0,0;0,0;0,0;22,1;28,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
